Timestamp,Age ,Gender  ,Marital_Status,Type_of_Family,Family_Size,Education_Level,Occupation,Family_Annual_Income,"Number_of_earning _members_in_the_family
(Including you)",With_whom_you_usually_spend_your_most_of_the_Leisure_time_with,What_are_reasons_for_the_same,TRAVEL,JOB_STUDY,HOUSEWORK,CALLING,CareOfHealth,MEALS,SOCIALMEDIA,SLEEP,ENTERTAINMENT,LEISURETIME,activities_in_a_regular_day,What_do_you_prefer_to_do_in_your_freetime,Your_Attitude_Toward_Life,Mental_Stability,Time_management,Passion_for_Living,Difficult_Interactions,Healthy_Life,Fullfill_your_enjoyments,Daily_Struggle,Social_Neighbourhood,Weekend_satisfaction,Promptness,Transport_facilities,Environment_in_your_Locality/Area,Unorthodox_family,Sufficient_Resources,Fulfilment_of_desires,High_Expectations_towards_life,Work/Study_Environment,Have_you_ever_considered_making_improvements_to_your_daily_routine,"Then_why_do_you_want_OR_don't_you_want_to_improve_your_daily_routine
(SHORT ANSWER)"
11/21/2023 21:40:11,20,Female,Single,Joint,8,Graduate,Public Sector(Government sector),0-3 lakh,5,Friends,Refresh Mood,2,8,3,0,1,1,1,8,1,1,Use Mobile,"Social Media, Family Time, Reading Books, Games (Mobile or Computer games), Social Activities, Part time work",5,1,5,1,1,5,1,1,1,5,5,5,1,5,5,5,3,3,Yes,want to do it for my carrier
11/21/2023 22:12:50,25,Male,Single,Nuclear,6,Post Graduate,Student,6-9 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",2,7,1,2,1,2,2,6,1,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Job / Work, Going for Walk (Friends, Family, etc)","Social Media, Sleeping, Learning new things, Reading Books, Games (Mobile or Computer games), Personality Development, Long Drive, Go for a walk",4,4,4,2,2,3,4,4,3,3,4,4,4,2,3,4,4,3,No,Everything's fine this routine fits well for me
11/21/2023 22:15:05,22,Male,Single,Joint,5,Graduate,Student,3-6 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",2,3,2,1,1,2,2,8,2,1,"Use Mobile, Reading Newspaper, Exercise(Gym/Yoga /etc), Studying, Reading Books, Idle Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Social Activities, Music, Go for a walk",4,3,3,3,3,4,3,4,3,4,4,4,3,2,4,4,5,4,No,I am comfortablw with this routine
11/21/2023 23:22:17,29,Female,Single,Nuclear,3,"Professional course (Diploma, ITI, etc.)",Business,9-12 lakh,2,Colleagues,"Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",1,8,1,1,1,2,1,7,1,1,"Use Mobile, Watching (T.V. /Reels/Movies), Power Nap, Review Goals, Going for Walk (Friends, Family, etc), Family Time, Networking (Attending Social or Professional Events)","Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Creative Work (Crafting, Photography, etc)",3,1,4,5,1,2,1,3,2,4,3,2,4,2,3,4,2,3,No,because i have my routine fixed and proper
11/21/2023 23:24:52,29,Male,Married,Nuclear,4,"Professional course (Diploma, ITI, etc.)",Business,9-12 lakh,3,Alone,"Refresh Mood, Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",6,1,2,1,1,1,1,7,1,3,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc)","Learning new things, Reading Books, Playing Outdoor games, Just Relaxing (Resting), Social Activities, Chatting, Music, Go for a walk, Pet Grooming",2,2,3,3,4,4,5,4,4,3,4,3,4,3,3,3,4,3,Yes,because i want to improve my time management skills
11/21/2023 23:27:12,30,Female,Divorced,Nuclear,2,Graduate,Private Sector,6-9 lakh,1,Friends,"Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",2,9,2,1,1,1,1,5,1,1,"Watching (T.V. /Reels/Movies), Reading Books, Grocery Shopping, Idle Time, Power Nap, Volunteer Work or Community Involvement, Family Time, Networking (Attending Social or Professional Events)","Sleeping, Playing Outdoor games, Creative Work (Crafting, Photography, etc), Long Drive, Social Activities, Part time work, Music, Go for a walk",4,3,2,4,3,2,4,3,2,4,4,3,2,4,3,2,4,3,Yes,because i want to do more work and earn more money 
11/21/2023 23:37:39,31,Male,Single,Nuclear,2,Graduate,Business,6-9 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Privacy (just your alone time)",1,1,1,2,1,2,2,8,1,4,"Use Mobile, Travel, Reading Books, Cooking, Grocery Shopping, Review Goals, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Gardening, Networking (Attending Social or Professional Events)","Family Time, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Personality Development, Shopping, Social Activities, Swimming, Volunteering, Pet Grooming",2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,Yes,it will help me in my long term goal
11/22/2023 12:12:00,37,Male,Married,Joint,8,"Professional course (Diploma, ITI, etc.)",Public Sector(Government sector),above 15 lakh,4,Partner,"Refresh Mood, Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",1,9,1,2,1,1,1,6,1,1,"Travel, Watching (T.V. /Reels/Movies), Reading Books, Job / Work, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening, Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Learning new things, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Shopping, Part time work, Writing, Swimming",4,2,4,2,3,4,4,3,4,5,3,3,5,2,3,3,3,5,Yes,betterment of lifestyles 
11/22/2023 13:18:59,25,Male,Married,Joint,10,Graduate,Private Sector,3-6 lakh,10,Family,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",3,9,0.5,2,0.5,0.5,2,6,3,0.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Animal Care, Review Goals, Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Learning new things, Hangout with friends, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Just Relaxing (Resting), Social Activities, Chatting, Part time work, Writing, Go for a walk, Swimming, Volunteering, Pet Grooming",2,3,4,3,5,4,2,3,2,3,1,2,2,3,4,5,5,5,No,I am satisfied eith my current work flow 
11/22/2023 13:21:47,30,Male,Widowed,Nuclear,2,"Professional course (Diploma, ITI, etc.)",Free-lancing,0-3 lakh,2,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",3,10,1,0.5,1,1,2,6,1,0.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Job / Work, Grocery Shopping, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Social Activities, Chatting, Music, Writing, Swimming, Pet Grooming",2,3,3,4,4,4,5,4,5,3,4,4,4,4,4,4,2,2,Yes,Change my lifetime
11/22/2023 13:26:36,32,Female,Married,Joint,10,Post Graduate,Housewife/House Husband,0-3 lakh,10,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",0,0,10,1,2,0.5,1,7,2,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Job / Work, Cooking, Grocery Shopping, Power Nap, Review Goals, Shopping (Clothes, Electronics, etc), Family Time, Gardening, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Reading Books, Personality Development, Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Chatting, Music, Writing, Volunteering",4,3,3,2,1,3,2,3,3,4,3,3,3,2,1,1,1,5,Yes,I do it Job change my life
11/22/2023 17:26:04,25,Male,Single,Nuclear,5,Post Graduate,Business,6-9 lakh,4,Colleagues,"Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",2,7,2,1,0.5,1,0.5,6,1,3,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Studying, Job / Work, Grocery Shopping, Personal Hygiene, Idle Time, Animal Care","Social Media, Sleeping, Learning new things, Reading Books, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Social Activities, Chatting, Part time work, Writing, Go for a walk",4,2,4,4,3,4,4,4,4,2,4,3,4,4,3,4,3,2,No,"Stress , don't have a time , busy schedule "
11/22/2023 17:28:35,21,Male,Married,Nuclear,4,Graduate,Business,6-9 lakh,3,Colleagues,"Refresh Mood, Reduce Anxiety, Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",2,8,0,1,1,1,1,6,2,2,"Use Mobile, Reading Newspaper, Spiritual Activity, Studying, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc), Volunteer Work or Community Involvement, Family Time, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Creative Work (Crafting, Photography, etc), Long Drive, Shopping, Chatting, Writing, Swimming, Volunteering",3,4,3,4,4,3,4,5,3,5,4,2,4,4,4,3,4,3,No,"Busy and stressful shedule, can't be improved "
11/22/2023 17:31:47,28,Male,Single,Joint,3,HSC,Housewife/House Husband,6-9 lakh,4,Colleagues,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time)",3,9,3,0.5,2,1,1,6,1,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Gardening, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Learning new things, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Social Activities, Chatting, Writing, Swimming",3,4,4,4,3,2,3,5,4,3,4,3,4,4,4,4,4,3,No,"Busy,not interested at all"
11/22/2023 17:35:06,30,Male,Married,Joint,4,Post Graduate,Self-Employed,6-9 lakh,2,Colleagues,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",2,6,2,1,1,1,2,6,1,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Networking (Attending Social or Professional Events)","Social Media, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Shopping, Chatting, Music, Swimming, Pet Grooming",3,4,3,3,4,3,4,3,3,4,4,4,3,4,3,4,4,2,No,"Satisfied, lazy "
11/22/2023 22:12:45,40,Male,Married,Joint,12,Graduate,Public Sector(Government sector),6-9 lakh,12,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3,9,1,0.5,2,0.5,1,7,1,0.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Review Goals, Going for Walk (Friends, Family, etc), Family Time, Gardening, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Games (Mobile or Computer games), Shopping, Social Activities, Chatting, Part time work, Music, Writing, Swimming, Volunteering",4,1,3,4,5,2,1,2,2,2,3,4,5,3,3,4,3,5,No,I want to follow this untill I feel change is needed
11/23/2023 23:54:47,35,Female,Married,Joint,4,Graduate,Private Sector,6-9 lakh,2,Colleagues,"Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3,7,1,1,1,2,2,5,1,1,"Use Mobile, Travel, Spiritual Activity, Cooking, Idle Time, Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Learning new things, Games (Mobile or Computer games), Playing Outdoor games, Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Go for a walk, Volunteering, Pet Grooming",2,3,4,2,3,3,3,4,3,4,2,3,4,2,3,4,2,3,Yes,because it helps me get time for new things
11/25/2023 10:59:00,20,Male,Single,Nuclear,4,Post Graduate,Student,0-3 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment)",4,3,2.5,0.25,1,1,2,7,1,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Personal Hygiene, Power Nap, Going for Walk (Friends, Family, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Just Relaxing (Resting), Music, Swimming",3,3,3,4,3,4,3,5,5,3,5,1,3,3,1,2,4,2,Yes,It gives me satisfaction of having disciplined. And making process every single day. 
11/25/2023 11:08:42,21,Male,Single,Nuclear,3,Post Graduate,Student,0-3 lakh,1,Alone,"Refresh Mood, Quality Time (for some enjoyment), Self motivation",1,6,5,1,1,1,2.5,6,1,1.5,"Use Mobile, Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Social Media, Just Relaxing (Resting), Music, Go for a walk",5,3,3,5,1,4,3,4,4,2,3,5,3,1,1,2,5,2,Yes,So that I could become more productive and can achieve my objectives in restricted time
11/25/2023 11:25:15,21,Male,Single,Joint,9,Graduate,Student,6-9 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",0.5,4,2.5,0.25,1,1,2.5,8,0.75,2,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Grocery Shopping, Power Nap, Family Time","Social Media, Hangout with friends, Chatting, Music",5,5,4,4,3,5,3,4,4,4,4,5,5,4,4,5,3,5,Yes,To get a better lifestyle and good health 
11/25/2023 11:29:43,20,Female,Single,Nuclear,7,Post Graduate,Student,9-12 lakh,3,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",5,6,3,0.5,0,1,2,6,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Family Time, Learning new things, Hangout with friends, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Music",3,4,3,3,4,3,4,4,3,4,4,4,4,3,4,3,4,4,Yes,For a better future.
11/25/2023 11:34:55,22,Male,Single,Joint,6,Graduate,Student,0-3 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",1,8,4,2,0.5,1,1,6,0,0.5,"Use Mobile, Reading Newspaper, Exercise(Gym/Yoga /etc), Studying, Reading Books, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc)","Family Time, Reading Books, Part time work, Music",5,5,5,5,1,5,5,1,5,5,5,5,5,1,5,5,5,5,Yes,To become successful 
11/25/2023 11:36:39,21,Male,Single,Nuclear,5,Post Graduate,Student,3-6 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), to stey connected ",3,5,2,2,1,1.5,2,6,1,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc), business","Sleeping, Family Time, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Creative Work (Crafting, Photography, etc), Music, Go for a walk, just sitting alone and observing others ",4,4,3,4,2,4,4,5,4,4,3,4,4,3,3,3,4,3,Yes,for the personal and professional growth
11/25/2023 12:05:47,21,Female,Single,Nuclear,5,Graduate,Student,0-3 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",1,5,4,2,0,2,2,6,1,1,"Use Mobile, Watching (T.V. /Reels/Movies), Studying, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Social Activities, Chatting, Music, Go for a walk, Pet Grooming",3,4,2,3,4,2,2,5,3,2,2,3,2,5,3,3,4,4,Yes,"I am not able to make time for myself,for my personal development... so that's why I want to manage my time and want to focuse on my personal development "
11/25/2023 12:58:21,22,Male,Single,Joint,7,Post Graduate,Student,3-6 lakh,3,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",4,4,1,2,1,1,1,7,0.5,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Idle Time, Going for Walk (Friends, Family, etc), Family Time, Networking (Attending Social or Professional Events)","Family Time, Just Relaxing (Resting)",3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,I'll make a proper timetable 
11/25/2023 13:17:55,16,Female,Single,Joint,3,SSC,Student,0-3 lakh,3,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",0.75,7,2,0,0.5,1,3,8,0.25,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Reading Books, Job / Work, Grocery Shopping, Personal Hygiene, Idle Time, Animal Care, Review Goals, Shopping (Clothes, Electronics, etc)","Social Media, Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Shopping, Social Activities, Chatting, Part time work, Music, Writing, Go for a walk, Swimming",1,3,3,5,4,4,4,4,3,4,4,3,2,3,3,3,5,3,No,I feel that my current routine aligns with my goals
11/25/2023 13:20:50,17,Male,Single,Nuclear,2,SSC,Student,3-6 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Privacy (just your alone time)",2,6,2,0.25,0.5,0.5,2,6,2,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Reading Books, Job / Work, Cooking, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Social Activities, Part time work, Writing",2,2,3,3,4,5,2,3,4,4,3,1,1,2,2,3,1,1,Yes,necessary for future
11/25/2023 13:50:30,25,Female,Married,Joint,4,Post Graduate,Private Sector,3-6 lakh,4,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Self motivation",2,10,2,1,0.5,2,2,6,0.5,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Shopping, Social Activities, Chatting, Music, Writing, Swimming, Volunteering",2,2,3,3,4,4,5,4,3,4,4,5,5,5,4,4,5,4,No,Comfortablw with current routine
11/25/2023 13:56:16,30,Male,Married,Joint,5,Graduate,Business,9-12 lakh,5,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",2,8,2,0.25,1,2,2,7,0.5,0.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Job / Work, Grocery Shopping, Personal Hygiene, Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Writing, Go for a walk, Swimming, Volunteering",4,5,5,3,3,3,3,3,4,3,3,3,4,4,1,2,3,4,No,Because all time are manage
11/25/2023 14:01:25,18,Female,Single,Joint,7,"Professional course (Diploma, ITI, etc.)",Self-Employed,0-3 lakh,7,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",2,9,2,1,2,0.5,0.5,7,1,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc)","Social Media, Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Long Drive, Shopping, Social Activities, Music, Writing, Go for a walk, Swimming, Volunteering, Pet Grooming",3,5,3,2,1,2,3,4,5,3,3,2,2,3,4,4,2,5,Yes,Change  my life routine
11/25/2023 17:37:26,32,Male,Divorced,Nuclear,1,HSC,Private Sector,0-3 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",2,10,2,2,0.5,1,2,6,1,0.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc), ","Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Creative Work (Crafting, Photography, etc), Long Drive, Chatting, Part time work, Music, Writing, Swimming, Volunteering, Pet Grooming",4,4,3,2,3,4,4,3,4,2,2,1,3,5,4,4,4,3,Yes,I also want to have a happy family
11/25/2023 17:40:24,23,Female,Single,Joint,7,"Professional course (Diploma, ITI, etc.)",Private Sector,3-6 lakh,7,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",3,9,2,1,0.5,0.5,2,7,0.75,0.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Shopping, Social Activities, Part time work, Swimming, Volunteering, Pet Grooming",4,5,3,2,1,2,3,3,3,4,4,2,3,4,2,1,3,4,No,I am comfortable with my current routine
11/25/2023 17:43:37,26,Female,Married,Joint,2,Graduate,Housewife/House Husband,3-6 lakh,2,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",1,0,3,2,2,0.5,3,8,2,3,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Cooking, Grocery Shopping, Personal Hygiene, Animal Care, Power Nap, Review Goals, Shopping (Clothes, Electronics, etc), Volunteer Work or Community Involvement, Family Time, Gardening, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Personality Development, Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Writing, Go for a walk, Swimming, Volunteering, Pet Grooming",3,2,4,4,3,4,4,4,3,5,3,1,2,3,2,3,3,4,Yes,I am planning to do a job
