Timestamp,Age ,   Gender  ,  Marital Status:  ,"  Type of Family:   
(Nuclear family = just your mom dad, sibiling and you)",  Family Size: (including yourself),  Education Level:  ,  Occupation  ,  Family Annual Income :  ,"  Number of earning members in the family?  
(Including you)","With whom do you usually spend your most of the Leisure time with? 
(Leisure time - time when you are not working or occupied; free time)",What are the reasons for the same? (You can select multiple options)  ,TRAVEL,JOB_STUDY,HOUSEWORK,CALLING,CareOfHealth,MEALS,SOCIALMEDIA,SLEEP,ENTERTAINMENT,LEISURETIME,What activities you go through in a regular day? (You can select multiple options),What do you prefer to do in your leisure (free) time? (You can select multiple options),Your Attitude Toward Life,Mental Stability ,Time management,Passion for Living (an energy source for living an inspired life that is driven by purposeful action  ),Difficult Interactions (Can't communicate with people precisely),Healthy Life ( LOWERS THE RISK of being seriously ill ),Fullfill your enjoyments,"Daily Struggle ( to try very hard to do, achieve your goals)","Social Neighbourhood ( Networks provide sociability, social support, and social capital to their members )",Weekend satisfaction (great satisfaction with your weekend activities ),Promptness (doing things without delay or at the appropriate time.),"Transport facilities (Train, Bus, Rikshaw, etc)",Environment in your Locality / Area,"Unorthodox family ( not conforming to rules, traditions, or modes of conduct )",Sufficient Resources (sufficient material and financial resources available),Fulfilment of desires ( completion or achievement ),High Expectations towards life ,Work / Study Environment ,Have you ever considered making improvements to your daily routine ?,"Then why do you want OR don't you want to improve your daily routine?
(SHORT ANSWER)",Total_Activity_Hours_Final
11/25/2023 10:59:00,20,Male,Single,Nuclear,4,Post Graduate,Student,0-3 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment)",4.94,2.9,2.41,0.24,0.97,0.97,1.93,6.75,0.97,1.93,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Personal Hygiene, Power Nap, Going for Walk (Friends, Family, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Just Relaxing (Resting), Music, Swimming",3,3,3,4,3,4,3,5,5,3,5,1,3,3,1,2,4,2,Yes,It gives me satisfaction of having disciplined. And making process every single day. ,24
11/25/2023 11:08:42,21,Male,Single,Nuclear,3,Post Graduate,Student,0-3 lakh,1,Alone,"Refresh Mood, Quality Time (for some enjoyment), Self motivation",1.22,5.47,4.56,0.91,0.91,0.91,2.28,5.47,0.91,1.37,"Use Mobile, Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Social Media, Just Relaxing (Resting), Music, Go for a walk",5,3,3,5,1,4,3,4,4,2,3,5,3,1,1,2,5,2,Yes,So that I could become more productive and can achieve my objectives in restricted time,24
11/25/2023 11:25:15,21,Male,Single,Joint,9,Graduate,Student,6-9 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",0.76,4.23,2.64,0.26,1.06,1.06,2.64,8.45,0.79,2.11,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Grocery Shopping, Power Nap, Family Time","Social Media, Hangout with friends, Chatting, Music",5,5,4,4,3,5,3,4,4,4,4,5,5,4,4,5,3,5,Yes,To get a better lifestyle and good health ,24
11/25/2023 11:29:43,20,Female,Single,Nuclear,7,Post Graduate,Student,9-12 lakh,3,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",5.77,5.34,2.67,0.44,0,0.89,1.78,5.34,0.89,0.89,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Family Time, Learning new things, Hangout with friends, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Music",3,4,3,3,4,3,4,4,3,4,4,4,4,3,4,3,4,4,Yes,For a better future.,24
11/25/2023 11:34:55,22,Male,Single,Joint,6,Graduate,Student,0-3 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",1.51,7.82,3.91,1.96,0.49,0.98,0.98,5.87,0,0.49,"Use Mobile, Reading Newspaper, Exercise(Gym/Yoga /etc), Studying, Reading Books, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc)","Family Time, Reading Books, Part time work, Music",5,5,5,5,1,5,5,1,5,5,5,5,5,1,5,5,5,5,Yes,To become successful ,24
11/25/2023 11:36:39,21,Male,Single,Nuclear,5,Post Graduate,Student,3-6 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), to stey connected ",3.54,4.55,1.82,1.82,0.91,1.36,1.82,5.46,0.91,1.82,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc), business","Sleeping, Family Time, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Creative Work (Crafting, Photography, etc), Music, Go for a walk, just sitting alone and observing others ",4,4,3,4,2,4,4,5,4,4,3,4,4,3,3,3,4,3,Yes,for the personal and professional growth,24
11/25/2023 12:05:47,21,Female,Single,Nuclear,5,Graduate,Student,0-3 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",1.32,4.93,3.95,1.97,0,1.97,1.97,5.92,0.99,0.99,"Use Mobile, Watching (T.V. /Reels/Movies), Studying, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Social Activities, Chatting, Music, Go for a walk, Pet Grooming",3,4,2,3,4,2,2,5,3,2,2,3,2,5,3,3,4,4,Yes,"I am not able to make time for myself,for my personal development... so that's why I want to manage my time and want to focuse on my personal development ",24
11/25/2023 12:58:21,22,Male,Single,Joint,7,Post Graduate,Student,3-6 lakh,3,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",5.15,3.87,0.97,1.93,0.97,0.97,0.97,6.77,0.48,1.93,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Idle Time, Going for Walk (Friends, Family, etc), Family Time, Networking (Attending Social or Professional Events)","Family Time, Just Relaxing (Resting)",3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,I'll make a proper timetable ,24
11/25/2023 13:17:55,16,Female,Single,Joint,3,SSC,Student,0-3 lakh,3,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",1.04,6.77,1.93,0,0.48,0.97,2.9,7.73,0.24,1.93,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Reading Books, Job / Work, Grocery Shopping, Personal Hygiene, Idle Time, Animal Care, Review Goals, Shopping (Clothes, Electronics, etc)","Social Media, Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Shopping, Social Activities, Chatting, Part time work, Music, Writing, Go for a walk, Swimming",1,3,3,5,4,4,4,4,3,4,4,3,2,3,3,3,5,3,No,I feel that my current routine aligns with my goals,24
11/25/2023 13:20:50,17,Male,Single,Nuclear,2,SSC,Student,3-6 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Privacy (just your alone time)",3.19,5.88,1.96,0.24,0.49,0.49,1.96,5.88,1.96,1.96,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Reading Books, Job / Work, Cooking, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Social Activities, Part time work, Writing",2,2,3,3,4,5,2,3,4,4,3,1,1,2,2,3,1,1,Yes,necessary for future,24
11/25/2023 13:50:30,25,Female,Married,Joint,4,Post Graduate,Private Sector,3-6 lakh,4,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Self motivation",2.57,8.57,1.71,0.86,0.43,1.71,1.71,5.14,0.43,0.86,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Shopping, Social Activities, Chatting, Music, Writing, Swimming, Volunteering",2,2,3,3,4,4,5,4,3,4,4,5,5,5,4,4,5,4,No,Comfortablw with current routine,24
11/25/2023 13:56:16,30,Male,Married,Joint,5,Graduate,Business,9-12 lakh,5,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",2.78,7.29,1.83,0.23,0.91,1.83,1.83,6.38,0.46,0.46,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Job / Work, Grocery Shopping, Personal Hygiene, Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Writing, Go for a walk, Swimming, Volunteering",4,5,5,3,3,3,3,3,4,3,3,3,4,4,1,2,3,4,No,Because all time are manage,24
11/25/2023 14:01:25,18,Female,Single,Joint,7,"Professional course (Diploma, ITI, etc.)",Self-Employed,0-3 lakh,7,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",3,7.88,1.75,0.87,1.75,0.44,0.44,6.13,0.87,0.87,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc)","Social Media, Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Long Drive, Shopping, Social Activities, Music, Writing, Go for a walk, Swimming, Volunteering, Pet Grooming",3,5,3,2,1,2,3,4,5,3,3,2,2,3,4,4,2,5,Yes,Change  my life routine,24
11/25/2023 17:37:26,32,Male,Divorced,Nuclear,1,HSC,Private Sector,0-3 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",2.65,8.54,1.71,1.71,0.43,0.85,1.71,5.13,0.85,0.43,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc), ","Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Creative Work (Crafting, Photography, etc), Long Drive, Chatting, Part time work, Music, Writing, Swimming, Volunteering, Pet Grooming",4,4,3,2,3,4,4,3,4,2,2,1,3,5,4,4,4,3,Yes,I also want to have a happy family,24
11/25/2023 17:40:24,23,Female,Single,Joint,7,"Professional course (Diploma, ITI, etc.)",Private Sector,3-6 lakh,7,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",3.89,7.79,1.73,0.86,0.43,0.43,1.73,6.06,0.65,0.43,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Shopping, Social Activities, Part time work, Swimming, Volunteering, Pet Grooming",4,5,3,2,1,2,3,3,3,4,4,2,3,4,2,1,3,4,No,I am comfortable with my current routine,24
11/25/2023 17:43:37,26,Female,Married,Joint,2,Graduate,Housewife/House Husband,3-6 lakh,2,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",1.14,0,2.92,1.95,1.95,0.49,2.92,7.77,1.95,2.92,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Cooking, Grocery Shopping, Personal Hygiene, Animal Care, Power Nap, Review Goals, Shopping (Clothes, Electronics, etc), Volunteer Work or Community Involvement, Family Time, Gardening, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Personality Development, Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Writing, Go for a walk, Swimming, Volunteering, Pet Grooming",3,2,4,4,3,4,4,4,3,5,3,1,2,3,2,3,3,4,Yes,I am planning to do a job,24
11/25/2023 17:47:01,28,Male,Divorced,Nuclear,1,Graduate,Self-Employed,9-12 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",3.41,7.65,1.92,0.48,0.96,0.96,0.96,6.7,0.96,0,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Cooking, Grocery Shopping, Idle Time, Animal Care, Power Nap, Shopping (Clothes, Electronics, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Shopping, Part time work, Music, Swimming",4,2,2,3,2,2,2,3,1,2,3,2,4,3,2,2,2,5,Yes,I am planning to do a good partner,24
11/25/2023 17:49:25,40,Female,Married,Joint,10,"Professional course (Diploma, ITI, etc.)",Public Sector(Government sector),9-12 lakh,6,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3.83,7.02,1.75,0.88,0.88,0.88,2.63,5.26,0.44,0.44,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Shopping, Chatting, Part time work, Music, Writing, Go for a walk, Swimming, Volunteering",4,2,1,1,2,2,2,3,2,1,1,2,2,3,3,4,3,2,No,current routine is fine with me,24
11/25/2023 17:53:06,30,Female,Married,Joint,3,Post Graduate,Self-Employed,6-9 lakh,3,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",2.52,11.99,0,0.5,0.5,1,1,5.99,0.5,0,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Animal Care, Power Nap, Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Chatting, Go for a walk, Pet Grooming",5,3,4,2,2,3,2,1,2,2,4,5,3,4,4,5,5,3,Yes,I want to manage my time regularly and do my job.,24
11/25/2023 17:55:58,19,Male,Single,Nuclear,2,HSC,Student,3-6 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",4.21,4.83,1.93,0,0.97,0.48,1.93,6.76,0.97,1.93,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Idle Time, Animal Care, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Social Activities, Chatting, Music, Writing, Go for a walk, Swimming",2,2,3,1,2,3,3,1,3,4,4,3,5,3,4,1,2,2,No,I'm unsure if changes would positively impact me.,24
11/25/2023 17:57:23,19,Male,Single,Joint,7,HSC,Student,0-3 lakh,3,Family,"Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation, ",4,4,2,1,0,2,2,7,1,1,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Reading Books, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Review Goals, Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Technolgy (Gadgets, Programming, etc)","Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Social Activities",5,5,1,1,1,5,3,1,1,1,1,1,5,1,5,5,1,1,No,I'm hesitant due to potential discomfort from changes.,24
11/25/2023 18:00:11,20,Female,Married,Joint,3,Post Graduate,Housewife/House Husband,0-3 lakh,1,Family,Reduce Anxiety,1.09,0,7.97,0,1,1,1.99,7.97,1,1.99,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Job / Work, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening, Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Personality Development, Just Relaxing (Resting)",1,5,5,5,3,4,5,5,5,5,4,2,2,3,3,5,4,1,Yes,to adapt new life style,24
11/25/2023 18:01:36,20,Female,Single,Joint,5,Graduate,Student,6-9 lakh,5,Colleagues,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",1.47,7.36,1.84,0.92,0.92,0.46,1.84,6.44,1.38,1.38,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Chatting, Part time work, Writing, Go for a walk, Pet Grooming",1,3,3,4,4,4,4,4,5,3,3,3,3,3,1,1,3,2,Yes,I want to go out of my country. Manage your work,24
11/25/2023 18:02:51,55,Male,Divorced,Nuclear,2,SSC,Self-Employed,12-15 lakh,1,Colleagues,"Quality Time (for some enjoyment), Privacy (just your alone time), ",1.47,4.9,2.94,0.98,1.96,1.96,0.98,5.88,0.98,1.96,"Reading Newspaper, Spiritual Activity, Studying, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Gardening, Technolgy (Gadgets, Programming, etc)","Sleeping, Learning new things, Reading Books, Playing Outdoor games, Just Relaxing (Resting), Shopping, Chatting, Part time work, Music, Go for a walk, Pet Grooming",5,3,1,1,1,2,2,3,2,2,5,5,4,2,4,5,3,1,No,Sometimes I feel I should but I am more comfortable with my daily routine,24
11/25/2023 18:05:23,50,Male,Widowed,Joint,5,Graduate,Housewife/House Husband,0-3 lakh,5,Family,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",1.64,5.96,2.98,1.99,1.99,0.99,0.5,6.96,0.99,0,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Going for Walk (Friends, Family, etc), Family Time","Social Media, Family Time, Learning new things, Reading Books, Personality Development, Just Relaxing (Resting), Shopping, Social Activities, Part time work, Music, Writing, Volunteering",2,2,3,4,4,5,3,3,4,4,3,5,4,4,5,5,2,1,No,I'm not convinced that changes would be beneficial.,24
11/25/2023 18:45:43,54,Male,Married,Nuclear,4,Graduate,Public Sector(Government sector),6-9 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment)",3.45,7.47,0.93,0.47,0.93,0.93,0.47,6.54,1.87,0.93,"Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Volunteer Work or Community Involvement, Networking (Attending Social or Professional Events)","Family Time, Social Activities, Go for a walk",4,5,4,4,2,4,4,3,4,4,4,3,3,2,3,3,3,3,Yes,I want to make improvement in my health and also want to participate in social activities ,24
11/25/2023 18:55:25,47,Female,Married,Nuclear,4,SSC,Housewife/House Husband,6-9 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0,0,9.41,0.94,0,1.88,0.47,6.59,1.88,2.82,"Watching (T.V. /Reels/Movies), Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Sleeping, Family Time, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting)",4,5,5,3,3,3,4,2,3,3,4,3,3,4,4,4,2,3,No,I complete all my work and activities everyday easily.,24
11/25/2023 19:02:16,22,Male,Single,Nuclear,4,Graduate,Student,6-9 lakh,2,Alone,"Refresh Mood, Privacy (just your alone time), Self motivation",3.38,5.75,0.96,0,0,1.44,2.88,6.71,0.96,1.92,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Idle Time, Review Goals, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Chatting",4,4,3,5,4,3,2,4,3,2,3,2,3,4,4,2,4,4,Yes,I want to include exercise and focus more on study in my routine ,24
11/25/2023 20:16:47,21,Female,Single,Nuclear,3,Graduate,Student,6-9 lakh,1,Alone,"Quality Time (for some enjoyment), Privacy (just your alone time)",0.78,6.06,1.01,1.01,0,2.02,2.02,8.08,2.02,1.01,"Use Mobile, Watching (T.V. /Reels/Movies), Studying, Personal Hygiene, Power Nap, Technolgy (Gadgets, Programming, etc)","Sleeping, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content)",2,4,1,3,2,2,2,4,3,2,2,5,5,3,4,2,4,4,Yes,Need more time for athleisure activities ,24
11/25/2023 20:22:05,21,Female,Single,Nuclear,4,Graduate,Student,3-6 lakh,2,Alone,Privacy (just your alone time),0,5.11,2.04,0.51,0,2.04,3.06,8.17,2.04,1.02,"Use Mobile, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Creative Activities (Writing, Crafting, Photography, etc)","Social Media, Sleeping, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting)",3,2,3,4,4,2,2,4,2,1,3,5,4,2,3,2,4,3,Yes,"I am very bad at time management, and i m frustrated too.",24
11/25/2023 21:13:12,21,Male,Single,Nuclear,3,Graduate,Student,0-3 lakh,1,Friends,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",6,5.4,1.8,0.45,0.45,0.9,0.9,7.2,0.45,0.45,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Going for Walk (Friends, Family, etc)","Social Media, Sleeping, Hangout with friends, Reading Books, Games (Mobile or Computer games), Chatting, Music, Go for a walk",5,3,4,5,2,4,4,5,1,2,4,5,1,5,2,1,5,1,No,I'm satisfied with the consistency of my current routine.,24
11/26/2023 12:45:25,21,Female,Single,Nuclear,4,Graduate,Private Sector,0-3 lakh,2,Alone,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",1.92,7.68,0.96,0.96,0,0.96,0.96,4.8,3.84,1.92,"Use Mobile, Travel, Job / Work, Cooking, Idle Time","Social Media, Hangout with friends, Just Relaxing (Resting), Music, Pet Grooming",3,4,2,4,3,5,1,3,3,1,2,3,1,1,3,1,3,4,Yes,Sometimes due to unsatisfied routine and overtimed leisure ,24
